ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,gaji_min,gaji_max
Kementerian Energi dan Sumber Daya Mineral,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL | Badan Pengembangan Sumber Daya Manusia Energi dan Sumber Daya Mineral | Pusat Pengembangan Sumber Daya Manusia Minyak dan Gas Bumi,4,8300000,8900000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja | Balai Besar Keselamatan dan Kesehatan Kerja Jakarta | Bagian Umum,4,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja | Balai Perluasan Kesempatan Kerja Bekasi | Kepala Subbagian Umum,2,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Besar Pelatihan Vokasi dan Produktivitas Bandung | Bagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Padang | Subbagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Sekretariat Jenderal | Pusat Pasar Kerja | Bagian Tata Usaha,2,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Pangkajene dan Kepulauan | Subbagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Samarinda | Subbagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Besar Pelatihan Vokasi dan Produktivitas Medan | Bagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Sidoarjo | Subbagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Sorong | Subbagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Belitung | Subbagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Besar Pelatihan Vokasi dan Produktivitas Makassar | Bagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Kendari | Subbagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja | Balai Besar Perluasan Kesempatan Kerja Bandung Barat | Bagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja | Balai Perluasan Kesempatan Kerja Kendari | Subbagian Umum,2,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Ternate | Subbagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Surakarta | Subbagian Umum,1,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Sekretariat Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Bagian Umum dan Rumah Tangga | Subbagian Umum dan Rumah Tangga,2,6000000,7500000
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja | Balai Keselamatan dan Kesehatan Kerja Bandung | Subbagian Umum,2,6000000,7500000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Kepulauan Riau | Seksi Pelaksana Wilayah I,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Lampung | Seksi Pelaksana Wilayah I,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Kalimantan Barat | Seksi Pelaksana Wilayah II,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Lampung | Seksi Pelaksana Wilayah II,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Jawa Barat | Seksi Pelaksana Wilayah I,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Prasarana Strategis | Subdirektorat Wilayah II,15,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Papua | Seksi Pelaksana Wilayah I,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Kawasan Permukiman dan Perumahan,10,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Sekretariat Direktorat Jenderal Cipta Karya | Bagian Kepegawaian dan Umum,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Merauke | Seksi Keterpaduan Pembangunan Infrastruktur Jalan,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Wamena | Seksi Preservasi,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,PUTRA/PUTRI KALIMANTAN,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,"KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Sistem dan Strategi Penyelenggaraan Jalan dan Jembatan | Subdirektorat Strategi, Program, dan Anggaran",1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,PUTRA/PUTRI KALIMANTAN,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Preservasi Jalan dan Jembatan Wilayah I | Subdirektorat Perencanaan Teknis Preservasi I,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,PUTRA/PUTRI KALIMANTAN,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Pembangunan Jalan | Subdirektorat Wilayah I,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Preservasi Jalan dan Jembatan Wilayah I | Subdirektorat Wilayah I.B,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Sistem dan Strategi Penyelenggaraan Jalan dan Jembatan | Subdirektorat Pengelolaan Pinjaman dan Hibah Luar Negeri,3,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Barat | Seksi Pembangunan Jalan dan Jembatan,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Selatan | Seksi Pembangunan Jalan dan Jembatan,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Jembatan,4,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Jalan Bebas Hambatan | Subdirektorat Pengadaan Tanah,8,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Wamena | Seksi Preservasi,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Preservasi Jalan dan Jembatan Wilayah I | Subdirektorat Wilayah I.A,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Pembangunan Jalan | Subdirektorat Wilayah II,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Barat | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Bahan Jalan,11,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Barat | Seksi Preservasi,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,"KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Geoteknik, Terowongan dan Struktur",4,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Maluku Utara | Seksi Preservasi,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Wamena | Seksi Pembangunan Jalan dan Jembatan,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Wamena | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Besar Pelaksanaan Jalan Nasional Sumatera Selatan | Bidang Pembangunan Jalan dan Jembatan,4,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Besar Pelaksanaan Jalan Nasional Sumatera Selatan | Bidang Preservasi I,4,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Bengkulu | Seksi Pembangunan Jalan dan Jembatan,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Merauke | Seksi Keterpaduan Pembangunan Infrastruktur Jalan,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Besar Pelaksanaan Jalan Nasional Sumatera Selatan | Bidang Keterpaduan Pembangunan Infrastruktur Jalan,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kepulauan Riau | Seksi Preservasi,3,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Aceh | Seksi Pembangunan Jalan dan Jembatan,3,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Merauke | Seksi Pembangunan Jalan dan Jembatan,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Jayapura | Seksi Pembangunan Jalan dan Jembatan,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Jambi | Seksi Pembangunan Jalan dan Jembatan,3,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Riau | Seksi Preservasi,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Kepatuhan Intern | Subdirektorat Pengendalian Kepatuhan Intern dan Manajemen Risiko,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Bangka Belitung | Seksi Preservasi,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Preservasi Jalan dan Jembatan Wilayah I | Subdirektorat Perencanaan Teknis Preservasi I,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Gorontalo | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Merauke | Seksi Preservasi,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Utara | Seksi Pembangunan Jalan dan Jembatan,3,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Maluku | Seksi Keterpaduan Pembangunan Infrastruktur Jalan,5,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Maluku Utara | Seksi Pembangunan Jalan dan Jembatan,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Gorontalo | Seksi Preservasi,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,"KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Sistem dan Strategi Penyelenggaraan Jalan dan Jembatan | Subdirektorat Strategi, Program, dan Anggaran",1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Aceh | Seksi Preservasi,3,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Maluku | Seksi Pembangunan Jalan dan Jembatan,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kepulauan Riau | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,2,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Utara | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,3,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Bengkulu | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Pembangunan Jalan | Subdirektorat Wilayah III,1,9400000,10000000
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Besar Pelaksanaan Jalan Nasional Kalimantan Timur | Bidang Pembangunan Jalan dan Jembatan,5,9400000,10000000
