ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,gaji_min,gaji_max,jumlah_ms,rasio_formasi_ms,persen_kelulusan
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | DINAS KOPERASI DAN USAHA MIKRO | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN,1,2857700,10912725,27,1:27,3.703703703703703
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | DINAS PENDIDIKAN | SEKRETARIAT DINAS PENDIDIKAN,1,2857700,10912725,70,1:70,1.428571428571429
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | UPTD PENILAIAN KOMPETENSI,1,2857700,10912725,25,1:25,4.0
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | DINAS PERTANIAN DAN KETAHANAN PANGAN | SEKRETARIAT,1,2857700,10912725,31,1:31,3.225806451612903
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | DINAS PERINDUSTRIAN DAN PERDAGANGAN | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN,1,2857700,10912725,20,1:20,5.0
Pemerintah Kab. Tangerang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KAB. TANGERANG | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | SEKRETARIAT DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,1,2857700,10912725,29,1:29,3.448275862068965
Pemerintah Kab. Tebo,CPNS,UMUM,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,Pemerintah Kabupaten Tebo | Dinas Komunikasi dan Informatika | Bidang Informasi dan Komunikasi Publik,1,2785700,3465700,2,1:2,50.0
Pemerintah Kab. Tebo,CPNS,UMUM,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,Pemerintah Kabupaten Tebo | Sekretariat DPRD | Bagian Persidangan dan Perundang-Undangan,1,2785700,3465778,60,1:60,1.666666666666667
Pemerintah Kab. Tebo,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tebo | Dinas Komunikasi dan Informatika | Bidang Teknologi Informasi dan Komunikasi,1,2785700,3465700,0,,0.0
Pemerintah Kab. Tebo,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tebo | Dinas Komunikasi dan Informatika | Bidang Persandian dan Statistik,2,2785700,3465700,19,1:10,10.52631578947368
Pemerintah Kab. Tebo,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tebo | Dinas Ketahanan Pangan dan Perikanan | Bidang Ketahanan Pangan,1,2785700,3465700,4,1:4,25.0
Pemerintah Kab. Tebo,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tebo | Dinas Tanaman Pangan dan Hortikultura | Bidang Tanaman Pangan,1,2785700,3465700,1,1:1,100.0
Pemerintah Kab. Tebo,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Tebo | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Pengadaan, Pembinaan dan Penilaian Kinerja Aparatur",1,2785700,3465778,1,1:1,100.0
Pemerintah Kab. Tebo,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tebo | Dinas Komunikasi dan Informatika | Bidang Teknologi Informasi dan Komunikasi,1,2785700,3465700,3,1:3,33.33333333333333
Pemerintah Kab. Tebo,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Tebo | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia | Bidang Mutasi, Informasi, Pengembangan Karir dan Kompetensi",1,2785700,3500000,3,1:3,33.33333333333333
Pemerintah Kab. Tegal,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tegal | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Protokol dan Komunikasi Pimpinan,1,2785700,5915378,53,1:53,1.886792452830189
Pemerintah Kab. Tegal,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tegal | Dinas Komunikasi Dan Informatika | Bidang Sistem Pemerintahan Berbasis Elektronik,1,2785700,5915378,22,1:22,4.545454545454546
Pemerintah Kab. Tegal,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tegal | RSUD dr. Soeselo | Wakil Direktur Umum dan Keuangan | Bagian Tata Usaha | Sub Bagian Umum,1,2785700,5915378,47,1:47,2.127659574468085
Pemerintah Kab. Tegal,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tegal | Dinas Pendidikan Dan Kebudayaan | Bidang Pembinaan Sekolah Dasar | Seksi Kependidikan Sekolah Dasar,1,2785700,5915378,70,1:70,1.428571428571429
Pemerintah Kab. Tegal,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tegal | Dinas Kependudukan Dan Pencatatan Sipil | Bidang Pengelolaan Informasi Administrasi Kependudukan dan Pemanfaatan Data,1,2785700,5915378,2,1:2,50.0
Pemerintah Kab. Tegal,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tegal | Dinas Pendidikan Dan Kebudayaan | Bidang Pembinaan Sekolah Menengah Pertama | Seksi Kependidikan Sekolah Menengah Pertama,1,2785700,5915378,53,1:53,1.886792452830189
Pemerintah Kab. Tegal,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tegal | RSUD Suradadi | Bagian Umum dan Keuangan | Sub Bagian Umum dan Kepegawaian,1,2785700,5915378,25,1:25,4.0
Pemerintah Kab. Tegal,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Tegal | Dinas Komunikasi Dan Informatika | Bidang Data, Statistik dan Persandian",1,2785700,5915378,4,1:4,25.0
Pemerintah Kab. Timor Tengah Selatan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN | BADAN PENGELOLA KEUANGAN DAN ASET DAERAH | SEKRETARIAT,2,2700000,3200000,1,1:0,200.0
Pemerintah Kab. Timor Tengah Selatan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN | DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA,3,2700000,3200000,0,,0.0
Pemerintah Kab. Timor Tengah Selatan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH | Bidang Penilaian Kinerja, Disiplin Dan Penghargaan",1,2700000,3200000,0,,0.0
Pemerintah Kab. Timor Tengah Selatan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | SEKRETARIAT | SUB BAGIAN TATA USAHA, PROGRAM DAN PELAPORAN",2,2700000,3200000,1,1:0,200.0
Pemerintah Kab. Timor Tengah Selatan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA DAERAH | Bidang Mutasi Dan Promosi,1,2700000,3200000,0,,0.0
Pemerintah Kab. Timor Tengah Selatan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN TIMOR TENGAH SELATAN | DINAS PENDIDIKAN DAN KEBUDAYAAN,3,2700000,3200000,1,1:0,300.0
Pemerintah Kab. Timor Tengah Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN TIMOR TENGAH UTARA | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BAGIAN ADMINISTRASI PEMBANGUNAN,1,2789000,5000000,2,1:2,50.0
Pemerintah Kab. Timor Tengah Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN TIMOR TENGAH UTARA | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | SEKRETARIAT DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,1,2789000,5000000,3,1:3,33.33333333333333
Pemerintah Kab. Timor Tengah Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN TIMOR TENGAH UTARA | DINAS PENDIDIKAN DAN KEBUDAYAAN | BIDANG PEMBINAAN PENDIDIKAN DASAR,1,2789000,5000000,2,1:2,50.0
Pemerintah Kab. Timor Tengah Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN TIMOR TENGAH UTARA | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | BIDANG PENGELOLAAN INFORMASI ADMINISTRASI PENDUDUK DAN PEMANFAATAN DATA,1,2789000,5000000,7,1:7,14.28571428571428
Pemerintah Kab. Tulungagung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tulungagung | Dinas Pendidikan | Sekretariat,1,3000000,4000000,51,1:51,1.96078431372549
Pemerintah Kab. Tulungagung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Tulungagung | Badan Kepegawaian Dan Pengembangan Sumber Daya Manusia | Bidang Pengadaan, Pemberhentian Dan Informasi Kepegawaian ASN",1,3000000,4000000,47,1:47,2.127659574468085
Pemerintah Kab. Tulungagung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tulungagung | Dinas Pemadam Kebakaran Dan Penyelamatan | Sekretariat,1,3000000,4000000,70,1:70,1.428571428571429
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,UIN SYARIF HIDAYATULLAH JAKARTA,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,IAIN KERINCI,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,IAKN TORAJA,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN MEDAN,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN MANADO,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,UIN SAYYID ALI RAHMATULLAH TULUNGAGUNG,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,IAIN FATTAHUL MULUK PAPUA,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PUTRA/PUTRI KALIMANTAN,PRANATA KOMPUTER AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT KATOLIK,11,2785700,6104700,1,1:0,1100.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,STAIN BENGKALIS,1,2785700,6104700,0,,0.0
Kementerian Agama,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT KATOLIK,2,2785700,6104700,0,,0.0
Pemerintah Kab. Tulungagung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tulungagung | Badan Perencanaan Pembangunan Daerah,1,3000000,4000000,39,1:39,2.564102564102564
Pemerintah Kab. Tulungagung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Tulungagung | Rumah Sakit Umum Daerah dr. Iskak | Wakil Direktur Pelayanan | Bidang Pengendalian Pelayanan,1,3000000,4000000,32,1:32,3.125
Pemerintah Kab. Wakatobi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN WAKATOBI | DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN  PERSANDIAN",1,2785700,4575200,7,1:7,14.28571428571428
Pemerintah Kab. Wakatobi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN WAKATOBI | BADAN KEUANGAN DAN ASET DAERAH,1,2785700,4575200,0,,0.0
Pemerintah Kab. Wakatobi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN WAKATOBI | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN UMUM,1,2785700,4575200,6,1:6,16.66666666666666
Pemerintah Kab. Wakatobi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN WAKATOBI | DINAS PERINDUSTRIAN DAN PERDAGANGAN,1,2785700,4575200,11,1:11,9.090909090909092
Pemerintah Kab. Wakatobi,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN WAKATOBI | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BAGIAN PENGADAAN BARANG/JASA,1,2785700,4575200,0,,0.0
Pemerintah Kab. Waropen,CPNS,ORANG ASLI PAPUA (OAP),TEKNISI SARANA DAN PRASARANA,"PEMERINTAH KAB. WAROPEN | DINAS PERHUBUNGAN, INFORMASI DAN KOMUNIKASI | BIDANG PERHUBUNGAN DARAT | SEKSI KESELAMATAN DAN TEKNIS SARANA",2,2000000,4000000,1,1:0,200.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG TEKNOLOGI INFORMASI DAN KOMUNIKASI,1,3000000,4000000,3,1:3,33.33333333333333
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | INSPEKTORAT | SEKRETARIAT INSPEKTORAT,1,3000000,4000000,3,1:3,33.33333333333333
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"KABUPATEN WAY KANAN | DINAS KOPERASI, USAHA KECIL DAN MENENGAH | SEKRETARIAT DINAS KOPERASI, USAHA KECIL DAN MENENGAH",1,3000000,4000000,3,1:3,33.33333333333333
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS TENAGA KERJA DAN TRANSMIGRASI | SEKRETARIAT DINAS TENAGA KERJA DAN TRANSMIGRASI,1,3000000,4000000,2,1:2,50.0
Pemerintah Kab. Way Kanan,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS SOSIAL | SEKRETARIAT DINAS SOSIAL,1,3000000,4000000,1,1:1,100.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | SEKRETARIAT DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,1,3000000,4000000,2,1:2,50.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"KABUPATEN WAY KANAN | DINAS PEMUDA, OLAHRAGA, DAN PARIWISATA | SEKRETARIAT DINAS PEMUDA, OLAHRAGA, DAN PARIWISATA",1,3000000,4000000,5,1:5,20.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS PEMBERDAYAAN MASYARAKAT DAN KAMPUNG | SEKRETARIAT DINAS PEMERDAYAAN MASYARAKAT DAN KAMPUNG,1,3000000,4000000,2,1:2,50.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL | BIDANG PELAYANAN PENCATATAN SIPIL DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL,1,3000000,4000000,8,1:8,12.5
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | BADAN PENDAPATAN DAERAH | SEKRETARIAT BADAN PENDAPATAN DAERAH,1,3000000,4000000,2,1:2,50.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"KABUPATEN WAY KANAN | BADAN KESATUAN BANGSA DAN POLITIK KABUPATEN WAY KANAN | BIDANG IDEOLOGI, WAWASAN KEBANGSAAN DAN KETAHANAN EKONOMI, SOSIAL, BUDAYA, AGAMA",1,3000000,4000000,3,1:3,33.33333333333333
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"KABUPATEN WAY KANAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG KEPANGKATAN, MUTASI, PROMOSI DAN INFORMASI BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",1,3000000,4000000,6,1:6,16.66666666666666
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS PENDIDIKAN DAN KEBUDAYAAN | SEKRETARIAT DINAS PENDIDIKAN DAN KEBUDAYAAN,1,3000000,4000000,5,1:5,20.0
Pemerintah Kab. Way Kanan,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS PENDIDIKAN DAN KEBUDAYAAN | BIDANG PEMBINAAN PENDIDIKAN DASAR DINAS PENDIDIKAN DAN KEBUDAYAAN | SEKSI KURIKULUM DAN PENILAIAN PENDIDIKAN DASAR,1,3000000,4000000,0,,0.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS PERPUSTAKAAN DAN KEARSIPAN | SEKRETARIS DINAS PERPUSTAKAAN DAN KEARSIPAN,1,3000000,4000000,5,1:5,20.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | BADAN PENGELOLAAN KEUANGAN DAN ASSET DAERAH | SEKRETARIS BADAN PENGELOLAAN KEUANGAN DAN ASSET DAERAH,1,3000000,4000000,2,1:2,50.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS PERIKANAN | SEKRETARIAT DINAS PERIKANAN,1,3000000,4000000,6,1:6,16.66666666666666
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | BADAN PENGELOLAAN KEUANGAN DAN ASSET DAERAH | BIDANG  AKUNTANSI BADAN PENGELOLAAN KEUANGAN DAN ASSET DAERAH,1,3000000,4000000,2,1:2,50.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS PEKERJAAN UMUM DAN TATA RUANG | SEKRETARIAT DINAS PEKERJAAN UMUM,1,3000000,4000000,1,1:1,100.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS KETAHANAN PANGAN | SEKRETARIAT DINAS KETAHANAN PANGAN,1,3000000,4000000,2,1:2,50.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | SEKRETARIAT DAERAH KABUPATEN | ASISTEN ADMINISTRASI UMUM SEKRETARIAT DAERAH KABUPATEN | BAGIAN PROTOKOL DAN KOMUNIKASI PIMPINAN SEKRETARIAT DAERAH KABUPATEN,1,3000000,4000000,1,1:1,100.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | BADAN KESATUAN BANGSA DAN POLITIK KABUPATEN WAY KANAN | SEKRETARIAT BADAN KESATUAN BANGSA DAN POLITIK,1,3000000,4000000,2,1:2,50.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"KABUPATEN WAY KANAN | DINAS TANAMAN PANGAN, HORTIKULTURA, DAN PETERNAKAN | SEKRETARIAT DINAS TANAMAN PANGAN, HORIKULTURA, DAN PETERNAKAN",1,3000000,4000000,5,1:5,20.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | SEKRETARIAT DPRD | BAGIAN UMUM SEKRETARIAT DPRD,1,3000000,4000000,2,1:2,50.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS PERKEBUNAN | SEKRETARIAT DINAS PERKEBUNAN,1,3000000,4000000,5,1:5,20.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS PERINDUSTRIAN DAN PERDAGANGAN | BIDANG PERDAGANGAN DINAS PERINDUSTRIAN DAN PERDAGANGAN,1,3000000,4000000,5,1:5,20.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"KABUPATEN WAY KANAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGADAAN, PEMBERHENTIAN, PEMBINAAN DAN KESEJAHTERAAN PEGAWAI BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",1,3000000,4000000,1,1:1,100.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | DINAS LINGKUNGAN HIDUP | SEKRETARIAT DINAS LINGKUNGAN HIDUP,1,3000000,4000000,3,1:3,33.33333333333333
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | BADAN PENGELOLAAN KEUANGAN DAN ASSET DAERAH | BIDANG ASET BADAN PENGELOLAAN KEUANGAN DAN ASSET DAERAH,1,3000000,4000000,1,1:1,100.0
Pemerintah Kab. Way Kanan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN WAY KANAN | BADAN PENANGGULANGAN BENCANA DAERAH | SEKRETARIAT BADAN PENANGGULANGAN BENCANA DAERAH,1,3000000,4000000,6,1:6,16.66666666666666
Pemerintah Kota Ambon,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,PEMERINTAH KOTA AMBON                                                  | DINAS KOMUNIKASI INFORMATIKA DAN PERSANDIAN | BIDANG TEKNOLOGI INFORMASI PERSANDIAN DAN STATISTIK,10,2785700,4575200,90,1:9,11.11111111111111
Pemerintah Kota Ambon,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KOTA AMBON                                                  | DINAS KOMUNIKASI INFORMATIKA DAN PERSANDIAN | BIDANG PENYELENGGARAAN e- GOVERNMENT,10,2785700,4575200,103,1:10,9.70873786407767
Pemerintah Kota Ambon,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KOTA AMBON                                                  | DINAS PERHUBUNGAN | BIDANG SARANA DAN PRASARANA | SEKSI TEKNOLOGI SARANA ANGKUTAN JALAN,5,2785700,4575200,127,1:25,3.937007874015748
Pemerintah Kota Ambon,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KOTA AMBON                                                  | KECAMATAN TELUK AMBON | SEKSI PEMELIHARAAN SARANA DAN PRASARANA UMUM,1,2785700,4575200,2,1:2,50.0
Pemerintah Kota Ambon,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KOTA AMBON                                                  | KECAMATAN TELUK AMBON BAGUALA | SEKSI PEMELIHARAAN SARANA DAN PRASARANA UMUM,1,2785700,4575200,3,1:3,33.33333333333333
Pemerintah Kota Ambon,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KOTA AMBON                                                  | KECAMATAN SIRIMAU | SEKSI PEMELIHARAAN SARANA DAN PRASARANA UMUM,1,2785700,4575200,5,1:5,20.0
Pemerintah Kota Bandar Lampung,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KOTA BANDAR LAMPUNG | Dinas Komunikasi dan Informatika Kota Bandar Lampung. | Bidang Pemberdayaan E-Government pada Dinas Komunikasi dan Informatika.,1,2785300,4575200,0,,0.0
Pemerintah Kota Bandar Lampung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KOTA BANDAR LAMPUNG | Dinas Komunikasi dan Informatika Kota Bandar Lampung. | Bidang Pemberdayaan E-Government pada Dinas Komunikasi dan Informatika.,1,2785300,4575200,2,1:2,50.0
Pemerintah Kota Banjar,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH DAERAH KOTA BANJAR | UNIT ORGANISASI BERSIFAT KHUSUS BADAN LAYANAN UMUM DAERAH RUMAH SAKIT UMUM | WAKIL DIREKTUR UMUM DAN KEUANGAN | BAGIAN PERENCANAAN,1,3203600,3500000,1,1:1,100.0
Pemerintah Kota Banjar,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH DAERAH KOTA BANJAR | DINAS TENAGA KERJA | SEKRETARIAT DINAS TENAGA KERJA | SUB BAGIAN PERENCANAAN DAN KEUANGAN,1,3203600,3500000,6,1:6,16.66666666666666
Pemerintah Kota Banjar,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH DAERAH KOTA BANJAR | DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA | BIDANG PENGENDALIAN PENDUDUK, PENYULUHAN DAN PENGGERAKAN",1,3203600,3500000,19,1:19,5.263157894736842
